repo_name	document_url	file
java-bigqueryconnection	https://cloud.google.com/bigquery/docs/reference/bigqueryconnection/	googleapis/java-bigqueryconnection/README.md
java-bigqueryconnection	https://cloud.google.com/bigquery/docs/connect-to-spanner	googleapis/java-bigqueryconnection/samples/snippets/src/main/java/com/example/bigqueryconnection/ShareConnection.java
java-bigqueryconnection	https://cloud.google.com/bigquery/docs/connect-to-spark	googleapis/java-bigqueryconnection/samples/snippets/src/main/java/com/example/bigqueryconnection/ShareConnection.java
java-bigqueryconnection	https://cloud.google.com/bigquery/docs/connect-to-sql	googleapis/java-bigqueryconnection/samples/snippets/src/main/java/com/example/bigqueryconnection/ShareConnection.java
java-bigqueryconnection	https://cloud.google.com/bigquery/docs/create-cloud-resource-connection	googleapis/java-bigqueryconnection/samples/snippets/src/main/java/com/example/bigqueryconnection/ShareConnection.java
java-bigqueryconnection	https://cloud.google.com/bigquery/docs/omni-aws-create-connection	googleapis/java-bigqueryconnection/samples/snippets/src/main/java/com/example/bigqueryconnection/ShareConnection.java
java-bigqueryconnection	https://cloud.google.com/bigquery/docs/omni-azure-create-connection	googleapis/java-bigqueryconnection/samples/snippets/src/main/java/com/example/bigqueryconnection/ShareConnection.java
java-bigqueryconnection	https://cloud.google.com/bigquery/docs/samples/bigqueryconnection-share-connection	googleapis/java-bigqueryconnection/samples/snippets/src/main/java/com/example/bigqueryconnection/ShareConnection.java
java-bigqueryconnection	https://cloud.google.com/bigquery/docs/working-with-connections	googleapis/java-bigqueryconnection/samples/snippets/src/main/java/com/example/bigqueryconnection/ShareConnection.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-create-admanager-transfer	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/CreateAdManagerTransfer.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-create-campaignmanager-transfer	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/CreateCampaignmanagerTransfer.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-create-cloudstorage-transfer	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/CreateCloudStorageTransfer.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-create-play-transfer	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/CreatePlayTransfer.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-create-redshift-transfer	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/CreateRedshiftTransfer.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-create-scheduled-query	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/CreateScheduledQuery.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-create-scheduled-query-with-service-account	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/CreateScheduledQueryWithServiceAccount.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-create-teradata-transfer	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/CreateTeradataTransfer.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-create-youtubechannel-transfer	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/CreateYoutubeChannelTransfer.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-create-youtubecontentowner-transfer	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/CreateYoutubeContentOwnerTransfer.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-delete-transfer	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/DeleteTransferConfig.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/working-with-transfers	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/DeleteTransferConfig.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-disable-transfer	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/DisableTransferConfig.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-get-config-info	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/GetTransferConfigInfo.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-list-configs	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/ListTransferConfigs.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-quickstart	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/QuickstartSample.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-get-run-details	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/RunDetails.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-get-run-history	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/RunHistory.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-run-notification	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/RunNotification.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-schedule-backfill	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/ScheduleBackFill.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-update-credentials	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/UpdateCredentials.java
java-bigquerydatatransfer	https://cloud.google.com/bigquery/docs/samples/bigquerydatatransfer-update-config	googleapis/java-bigquerydatatransfer/samples/snippets/src/main/java/com/example/bigquerydatatransfer/UpdateTransferConfig.java
nodejs-iot	https://cloud.google.com/iot/docs/how-tos/config/configuring-devices	googleapis/nodejs-iot/samples/http_example/cloudiot_http_example.js
nodejs-iot	https://cloud.google.com/iot/docs/how-tos/commands	googleapis/nodejs-iot/samples/manager/manager.js
nodejs-iot	https://cloud.google.com/iot/docs/how-tos/config/configuring-devices	googleapis/nodejs-iot/samples/manager/manager.js
nodejs-iot	https://cloud.google.com/iot/docs/how-tos/config/getting-state	googleapis/nodejs-iot/samples/manager/manager.js
nodejs-iot	https://cloud.google.com/iot/docs/how-tos/credentials/authenticating-applications	googleapis/nodejs-iot/samples/manager/manager.js
nodejs-iot	https://cloud.google.com/iot/docs/how-tos/devices	googleapis/nodejs-iot/samples/manager/manager.js
nodejs-iot	https://cloud.google.com/iot/docs/how-tos/gateways/create-gateways	googleapis/nodejs-iot/samples/manager/manager.js
nodejs-iot	https://cloud.google.com/iot/docs/how-tos/iam	googleapis/nodejs-iot/samples/manager/manager.js
nodejs-iot	https://cloud.google.com/iot/docs/how-tos/config/configuring-devices	googleapis/nodejs-iot/samples/mqtt_example/cloudiot_mqtt_example_nodejs.js
nodejs-iot	https://cloud.google.com/iot/docs/how-tos/credentials/jwts	googleapis/nodejs-iot/samples/mqtt_example/cloudiot_mqtt_example_nodejs.js
nodejs-iot	https://cloud.google.com/iot/docs/how-tos/gateways/mqtt-bridge	googleapis/nodejs-iot/samples/mqtt_example/cloudiot_mqtt_example_nodejs.js
nodejs-iot	https://cloud.google.com/iot/docs/how-tos/mqtt-bridge	googleapis/nodejs-iot/samples/mqtt_example/cloudiot_mqtt_example_nodejs.js
nodejs-pubsub	https://cloud.google.com/pubsub/docs/samples/pubsub-create-avro-schema	googleapis/nodejs-pubsub/samples/createAvroSchema.js
nodejs-pubsub	https://cloud.google.com/pubsub/docs/schemas	googleapis/nodejs-pubsub/samples/createAvroSchema.js
nodejs-pubsub	https://cloud.google.com/pubsub/docs/create-bigquery-subscription	googleapis/nodejs-pubsub/samples/createBigQuerySubscription.js
nodejs-pubsub	https://cloud.google.com/pubsub/docs/samples/pubsub-create-bigquery-subscription	googleapis/nodejs-pubsub/samples/createBigQuerySubscription.js
